Category,City,Country,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
Furniture,Milwaukee,United States,Nona Balk,0.00%,1,18-11-2017,CA-2017-107825,53209,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",3,2,Central,6,Corporate,18-11-2017,Same Day,Wisconsin,Furnishings
Office Supplies,Fairfield,United States,Cari Schnelling,20.00%,1,12-07-2017,CA-2017-106047,45014,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",1,1,East,4,Consumer,18-07-2017,Standard Class,Ohio,Paper
Office Supplies,Huntsville,United States,Neil Ducich,0.00%,1,19-05-2017,CA-2017-127803,35810,Wilson Jones Four-Pocket Poly Binders,13,4,South,26,Corporate,23-05-2017,Standard Class,Alabama,Binders
Technology,Houston,United States,Emily Ducich,20.00%,1,20-12-2015,CA-2015-137071,77036,Hypercom P1300 Pinpad,21,2,Central,101,Home Office,21-12-2015,First Class,Texas,Accessories
Furniture,New York City,United States,Erin Ashbrook,0.00%,1,21-02-2016,CA-2016-121447,10011,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",67,7,East,136,Corporate,22-02-2016,First Class,New York,Furnishings
Office Supplies,Los Angeles,United States,Barry Pond,0.00%,1,18-03-2017,CA-2017-143084,90008,Prang Drawing Pencil Set,4,5,West,14,Corporate,22-03-2017,Standard Class,California,Art
Office Supplies,Los Angeles,United States,Barry Pond,0.00%,1,18-03-2017,CA-2017-143084,90008,Peel & Seel Envelopes,9,5,West,19,Corporate,22-03-2017,Standard Class,California,Envelopes
Office Supplies,Carlsbad,United States,Noel Staavos,20.00%,1,17-12-2016,CA-2016-131639,88220,Ibico Plastic and Wire Spiral Binding Combs,4,2,West,13,Corporate,23-12-2016,Standard Class,New Mexico,Binders
Office Supplies,Carlsbad,United States,Noel Staavos,20.00%,1,17-12-2016,CA-2016-131639,88220,"GBC Laser Imprintable Binding System Covers, Desert Sand",4,1,West,11,Corporate,23-12-2016,Standard Class,New Mexico,Binders
Office Supplies,Pocatello,United States,Mark Van Huff,0.00%,1,26-03-2016,CA-2016-161361,83201,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9,3,West,18,Consumer,28-03-2016,Second Class,Idaho,Paper
Office Supplies,Pocatello,United States,Mark Van Huff,20.00%,1,26-03-2016,CA-2016-161361,83201,"Wilson Jones Hanging View Binder, White, 1""",6,3,West,17,Consumer,28-03-2016,Second Class,Idaho,Binders
Technology,Springfield,United States,Laurel Elliston,0.00%,1,16-12-2014,CA-2014-100706,22153,Case Logic 2.4GHz Wireless Keyboard,8,2,South,100,Consumer,18-12-2014,Second Class,Virginia,Accessories
Furniture,Springfield,United States,Laurel Elliston,0.00%,1,16-12-2014,CA-2014-100706,22153,Ultra Door Push Plate,10,6,South,29,Consumer,18-12-2014,Second Class,Virginia,Furnishings
Office Supplies,Toledo,United States,Victoria Pisteka,70.00%,1,15-11-2015,CA-2015-129525,43615,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",-117,13,East,167,Corporate,20-11-2015,Standard Class,Ohio,Binders
Furniture,Fort Collins,United States,Tony Chapman,20.00%,1,22-08-2016,US-2016-141880,80525,Dana Halogen Swing-Arm Architect Lamp,10,3,West,98,Home Office,23-08-2016,First Class,Colorado,Furnishings
Furniture,New York City,United States,Sheri Gordon,10.00%,1,29-06-2015,CA-2015-165799,10024,Office Star - Mesh Screen back chair with Vinyl seat,1,1,East,118,Consumer,02-07-2015,First Class,New York,Chairs
Technology,New York City,United States,Victoria Pisteka,0.00%,1,26-06-2016,CA-2016-102127,10035,AmazonBasics 3-Button USB Wired Mouse,9,3,East,21,Corporate,02-07-2016,Standard Class,New York,Accessories
Technology,New York City,United States,Victoria Pisteka,0.00%,1,26-06-2016,CA-2016-102127,10035,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",10,4,East,140,Corporate,02-07-2016,Standard Class,New York,Accessories
Furniture,New York City,United States,Victoria Pisteka,0.00%,1,26-06-2016,CA-2016-102127,10035,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",13,3,East,38,Corporate,02-07-2016,Standard Class,New York,Furnishings
Furniture,Marlborough,United States,Patrick O'Donnell,0.00%,1,17-09-2016,US-2016-152415,1752,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",6,3,East,15,Consumer,22-09-2016,Standard Class,Massachusetts,Furnishings
Furniture,Marlborough,United States,Patrick O'Donnell,0.00%,1,17-09-2016,US-2016-152415,1752,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",61,3,East,192,Consumer,22-09-2016,Standard Class,Massachusetts,Furnishings
Office Supplies,New Rochelle,United States,Jack Lebron,20.00%,1,18-07-2014,CA-2014-138198,10801,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",5,2,East,14,Consumer,23-07-2014,Standard Class,New York,Binders
Office Supplies,Seattle,United States,Rick Wilson,0.00%,1,01-09-2017,CA-2017-128041,98103,Honeywell Quietcare HEPA Air Cleaner,104,4,West,315,Corporate,01-09-2017,Same Day,Washington,Appliances
Furniture,Seattle,United States,Rick Wilson,0.00%,1,01-09-2017,CA-2017-128041,98103,KI Conference Tables,45,4,West,284,Corporate,01-09-2017,Same Day,Washington,Tables
Furniture,Detroit,United States,Rick Bensley,0.00%,1,22-06-2017,CA-2017-105823,48227,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",146,2,Central,488,Home Office,26-06-2017,Standard Class,Michigan,Chairs
Office Supplies,Fayetteville,United States,Sanjit Chand,0.00%,1,02-09-2014,CA-2014-152268,72701,GBC DocuBind TL300 Electric Binding System,843,2,South,"1,794",Consumer,07-09-2014,Standard Class,Arkansas,Binders
Office Supplies,Quincy,United States,Eric Murdock,80.00%,1,01-10-2015,CA-2015-148873,62301,Accohide Poly Flexible Ring Binders,-4,4,Central,3,Consumer,05-10-2015,Standard Class,Illinois,Binders
Technology,Quincy,United States,Eric Murdock,20.00%,1,01-10-2015,CA-2015-148873,62301,Lenovo 17-Key USB Numeric Keypad,3,4,Central,109,Consumer,05-10-2015,Standard Class,Illinois,Accessories
Office Supplies,New York City,United States,Resi Pölking,0.00%,1,07-04-2015,CA-2015-166492,10035,Xerox 192,12,4,East,26,Consumer,10-04-2015,First Class,New York,Paper
Office Supplies,New York City,United States,Resi Pölking,0.00%,1,07-04-2015,CA-2015-166492,10035,X-Rack File for Hanging Folders,6,2,East,23,Consumer,10-04-2015,First Class,New York,Storage
Technology,Houston,United States,Henia Zydlo,20.00%,1,21-11-2017,CA-2017-157420,77095,Motorola HK250 Universal Bluetooth Headset,-12,3,Central,55,Consumer,21-11-2017,Same Day,Texas,Phones
Office Supplies,Detroit,United States,Adrian Barton,0.00%,1,17-12-2016,CA-2016-117121,48205,GBC Ibimaster 500 Manual ProClick Binding System,"4,946",13,Central,"9,893",Consumer,21-12-2016,Standard Class,Michigan,Binders
Furniture,Chandler,United States,Neil Ducich,50.00%,1,19-09-2014,CA-2014-138177,85224,Hon 2111 Invitation Series Straight Table,-46,1,West,74,Corporate,24-09-2014,Standard Class,Arizona,Tables
Furniture,Hollywood,United States,Xylona Preis,20.00%,1,28-09-2014,CA-2014-114335,33021,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,17,4,South,337,Consumer,03-10-2014,Standard Class,Florida,Furnishings
Office Supplies,Los Angeles,United States,Muhammed MacIntyre,0.00%,1,22-09-2015,CA-2015-168760,90049,Kensington 6 Outlet Guardian Standard Surge Protector,17,3,West,61,Corporate,26-09-2015,Second Class,California,Appliances
Technology,San Francisco,United States,Marina Lichtenstein,0.00%,1,07-11-2016,CA-2016-168830,94122,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,163,3,West,480,Corporate,13-11-2016,Standard Class,California,Accessories
Office Supplies,Sunnyvale,United States,Kalyca Meade,20.00%,1,16-12-2017,CA-2017-137463,94086,Accohide Poly Flexible Ring Binders,2,2,West,6,Corporate,20-12-2017,Second Class,California,Binders
Technology,Sunnyvale,United States,Kalyca Meade,0.00%,1,16-12-2017,CA-2017-137463,94086,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,46,5,West,190,Corporate,20-12-2017,Second Class,California,Accessories
Technology,Sunnyvale,United States,Kalyca Meade,0.00%,1,16-12-2017,CA-2017-137463,94086,Microsoft Natural Ergonomic Keyboard 4000,31,5,West,150,Corporate,20-12-2017,Second Class,California,Accessories
Office Supplies,Sunnyvale,United States,Kalyca Meade,0.00%,1,16-12-2017,CA-2017-137463,94086,Bulldog Table or Wall-Mount Pencil Sharpener,9,5,West,30,Corporate,20-12-2017,Second Class,California,Art
Office Supplies,Sunnyvale,United States,Kalyca Meade,0.00%,1,16-12-2017,CA-2017-137463,94086,Avery 475,22,3,West,44,Corporate,20-12-2017,Second Class,California,Labels
Office Supplies,New York City,United States,Sara Luxemburg,0.00%,1,21-09-2014,CA-2014-124513,10011,Boston 16801 Nautilus Battery Pencil Sharpener,17,3,East,66,Home Office,25-09-2014,Standard Class,New York,Art
Office Supplies,Los Angeles,United States,Anthony Jacobs,0.00%,1,18-05-2015,CA-2015-165554,90004,"Wirebound Message Book, 4 per Page",5,2,West,11,Corporate,22-05-2015,Standard Class,California,Paper
Office Supplies,San Francisco,United States,Damala Kotsonis,0.00%,1,26-03-2014,CA-2014-141838,94122,Newell 308,1,2,West,3,Corporate,31-03-2014,Second Class,California,Art
Office Supplies,San Francisco,United States,Damala Kotsonis,20.00%,1,26-03-2014,CA-2014-141838,94122,Wilson Jones Leather-Like Binders with DublLock Round Rings,9,4,West,28,Corporate,31-03-2014,Second Class,California,Binders
Technology,San Francisco,United States,Damala Kotsonis,20.00%,1,26-03-2014,CA-2014-141838,94122,Griffin GC17055 Auxiliary Audio Cable,3,2,West,29,Corporate,31-03-2014,Second Class,California,Phones
Office Supplies,Santa Ana,United States,Berenike Kampe,0.00%,1,22-09-2017,CA-2017-117009,92704,Fiskars Softgrip Scissors,6,2,West,22,Consumer,28-09-2017,Standard Class,California,Supplies
Technology,Seattle,United States,Craig Carreira,0.00%,1,12-09-2015,CA-2015-128993,98103,Memorex Froggy Flash Drive 4 GB,9,2,West,22,Consumer,17-09-2015,Second Class,Washington,Accessories
Furniture,New York City,United States,Emily Ducich,10.00%,1,02-11-2015,CA-2015-160227,10011,Hon Olson Stacker Chairs,553,11,East,"2,621",Home Office,04-11-2015,First Class,New York,Chairs
Furniture,Los Angeles,United States,Stewart Visinsky,0.00%,1,20-10-2015,CA-2015-149097,90045,Nu-Dell Oak Frame,24,7,West,75,Consumer,24-10-2015,Standard Class,California,Furnishings
Furniture,Los Angeles,United States,Stewart Visinsky,20.00%,1,20-10-2015,CA-2015-149097,90045,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",27,3,West,365,Consumer,24-10-2015,Standard Class,California,Tables
Furniture,Seattle,United States,Anthony Rawles,0.00%,1,14-06-2016,CA-2016-132304,98103,Hon Non-Folding Utility Tables,335,7,West,"1,115",Corporate,18-06-2016,Standard Class,Washington,Tables
Office Supplies,San Diego,United States,Chris Selesnick,20.00%,1,20-11-2015,CA-2015-136420,92024,"Performers Binder/Pad Holder, Black",34,4,West,90,Corporate,21-11-2015,First Class,California,Binders
Office Supplies,San Diego,United States,Chris Selesnick,0.00%,1,20-11-2015,CA-2015-136420,92024,Avery 485,24,4,West,50,Corporate,21-11-2015,First Class,California,Labels
Office Supplies,New York City,United States,Rick Reed,0.00%,1,28-02-2016,CA-2016-101623,10035,Staples,18,6,East,36,Corporate,06-03-2016,Standard Class,New York,Fasteners
Office Supplies,Chicago,United States,Bradley Drucker,20.00%,1,14-10-2014,US-2014-151015,60653,Xerox 1951,101,13,Central,322,Consumer,20-10-2014,Standard Class,Illinois,Paper
Office Supplies,Chicago,United States,Bradley Drucker,80.00%,1,14-10-2014,US-2014-151015,60653,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",-5,3,Central,3,Consumer,20-10-2014,Standard Class,Illinois,Binders
Office Supplies,Chicago,United States,Bradley Drucker,20.00%,1,14-10-2014,US-2014-151015,60653,Xerox 1903,7,4,Central,19,Consumer,20-10-2014,Standard Class,Illinois,Paper
Technology,Harrisonburg,United States,Bryan Mills,0.00%,1,26-05-2017,CA-2017-152968,22801,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",7,2,South,23,Consumer,30-05-2017,Standard Class,Virginia,Accessories
Technology,Rockville,United States,Maribeth Schnelling,0.00%,1,04-02-2016,CA-2016-150077,20852,AT&T 17929 Lendline Telephone,24,2,East,90,Consumer,10-02-2016,Standard Class,Maryland,Phones
Furniture,Des Moines,United States,Becky Martin,20.00%,1,02-09-2016,CA-2016-106278,98198,"Global Leather Task Chair, Black",-3,3,West,216,Consumer,05-09-2016,Second Class,Washington,Chairs
Office Supplies,Des Moines,United States,Becky Martin,0.00%,1,02-09-2016,CA-2016-106278,98198,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",31,3,West,66,Consumer,05-09-2016,Second Class,Washington,Envelopes
Furniture,Philadelphia,United States,Katrina Edelman,20.00%,1,04-12-2017,CA-2017-147550,19134,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,3,3,East,11,Corporate,05-12-2017,First Class,Pennsylvania,Furnishings
Office Supplies,Columbus,United States,Sam Zeldin,0.00%,1,12-06-2015,CA-2015-136105,47201,Recycled Eldon Regeneration Jumbo File,7,2,Central,25,Home Office,16-06-2015,Standard Class,Indiana,Storage
Office Supplies,Springfield,United States,Mick Brown,0.00%,1,04-09-2016,CA-2016-142524,65807,Staple envelope,8,2,Central,17,Consumer,08-09-2016,Standard Class,Missouri,Envelopes
Technology,Springfield,United States,Mick Brown,0.00%,1,04-09-2016,CA-2016-142524,65807,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,67,5,Central,280,Consumer,08-09-2016,Standard Class,Missouri,Accessories
Office Supplies,Henderson,United States,Dorothy Badders,0.00%,1,21-04-2014,CA-2014-136336,42420,"SAFCO Commercial Wire Shelving, Black",0,6,South,829,Corporate,26-04-2014,Standard Class,Kentucky,Storage
Office Supplies,Lakewood,United States,Christy Brittain,70.00%,1,05-11-2015,US-2015-136259,44107,Insertable Tab Post Binder Dividers,-6,3,East,7,Consumer,08-11-2015,First Class,Ohio,Binders
Office Supplies,Lakewood,United States,Christy Brittain,20.00%,1,05-11-2015,US-2015-136259,44107,Acme Titanium Bonded Scissors,2,4,East,27,Consumer,08-11-2015,First Class,Ohio,Supplies
Technology,Omaha,United States,Stephanie Phelps,0.00%,1,03-11-2014,US-2014-124625,68104,Belkin F8E887 USB Wired Ergonomic Keyboard,19,3,Central,90,Corporate,07-11-2014,Standard Class,Nebraska,Accessories
Furniture,Henderson,United States,Giulietta Weimer,0.00%,1,16-02-2016,CA-2016-108105,42420,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,35,4,South,318,Consumer,23-02-2016,Standard Class,Kentucky,Furnishings
Office Supplies,Henderson,United States,Giulietta Weimer,0.00%,1,16-02-2016,CA-2016-108105,42420,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,3,1,South,6,Consumer,23-02-2016,Standard Class,Kentucky,Binders
Technology,Santa Ana,United States,Ken Heidel,20.00%,1,11-09-2017,CA-2017-166898,92704,OtterBox Defender Series Case - Samsung Galaxy S4,18,6,West,144,Corporate,13-09-2017,Second Class,California,Phones
Office Supplies,Santa Ana,United States,Ken Heidel,0.00%,1,11-09-2017,CA-2017-166898,92704,Xerox 192,9,3,West,19,Corporate,13-09-2017,Second Class,California,Paper
Office Supplies,Springfield,United States,Barry Gonzalez,0.00%,1,02-11-2017,CA-2017-169005,22153,Newell 318,1,2,South,6,Consumer,06-11-2017,Standard Class,Virginia,Art
Office Supplies,Suffolk,United States,Lori Olson,0.00%,1,06-02-2015,CA-2015-104038,23434,Tennsco Industrial Shelving,3,3,South,147,Corporate,08-02-2015,First Class,Virginia,Storage
Office Supplies,Suffolk,United States,Lori Olson,0.00%,1,06-02-2015,CA-2015-104038,23434,Xerox 1920,13,5,South,30,Corporate,08-02-2015,First Class,Virginia,Paper
Office Supplies,Los Angeles,United States,Dianna Vittorini,20.00%,1,10-09-2016,CA-2016-126102,90049,Ibico EB-19 Dual Function Manual Binding System,90,2,West,277,Consumer,12-09-2016,Second Class,California,Binders
Office Supplies,Houston,United States,Lisa Ryan,80.00%,1,26-09-2016,CA-2016-143406,77041,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,-251,2,Central,93,Corporate,30-09-2016,Standard Class,Texas,Appliances
Furniture,Houston,United States,Lisa Ryan,30.00%,1,26-09-2016,CA-2016-143406,77041,High-Back Leather Manager's Chair,-136,5,Central,455,Corporate,30-09-2016,Standard Class,Texas,Chairs
Technology,Cary,United States,Rick Reed,20.00%,1,15-12-2015,CA-2015-150308,27511,Cisco Small Business SPA 502G VoIP phone,22,3,South,246,Corporate,20-12-2015,Standard Class,North Carolina,Phones
Office Supplies,Springfield,United States,Troy Staebel,20.00%,1,17-09-2016,CA-2016-131093,45503,Safco Industrial Shelving,-63,5,East,295,Consumer,20-09-2016,Second Class,Ohio,Storage
Office Supplies,Louisville,United States,Alan Hwang,0.00%,1,13-10-2017,US-2017-148831,40214,"Trav-L-File Heavy-Duty Shuttle II, Black",105,8,South,349,Consumer,15-10-2017,First Class,Kentucky,Storage
Office Supplies,Troy,United States,Dorothy Wardle,20.00%,1,28-06-2015,CA-2015-162950,45373,Xerox 1999,5,3,East,16,Corporate,03-07-2015,Second Class,Ohio,Paper
Furniture,Troy,United States,Dorothy Wardle,50.00%,1,28-06-2015,CA-2015-162950,45373,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",-377,6,East,483,Corporate,03-07-2015,Second Class,Ohio,Bookcases
Technology,Detroit,United States,Ashley Jarboe,0.00%,1,01-06-2015,US-2015-132836,48227,Polycom CX300 Desktop Phone USB VoIP phone,84,2,Central,300,Consumer,05-06-2015,Standard Class,Michigan,Phones
Office Supplies,Detroit,United States,Ashley Jarboe,0.00%,1,01-06-2015,US-2015-132836,48227,Catalog Binders with Expanding Posts,182,6,Central,404,Consumer,05-06-2015,Standard Class,Michigan,Binders
Technology,Detroit,United States,Ashley Jarboe,0.00%,1,01-06-2015,US-2015-132836,48227,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",12,2,Central,42,Consumer,05-06-2015,Standard Class,Michigan,Phones
Office Supplies,Detroit,United States,Ashley Jarboe,0.00%,1,01-06-2015,US-2015-132836,48227,Avery 491,13,7,Central,29,Consumer,05-06-2015,Standard Class,Michigan,Labels
Office Supplies,Bloomington,United States,Stewart Visinsky,0.00%,1,12-04-2014,US-2014-158365,47401,Xerox 213,16,5,Central,32,Consumer,17-04-2014,Standard Class,Indiana,Paper
Technology,Dallas,United States,Matthew Grinstein,20.00%,1,12-10-2017,CA-2017-152933,75081,Clarity 53712,28,7,Central,370,Home Office,16-10-2017,Standard Class,Texas,Phones
Office Supplies,Dallas,United States,Matthew Grinstein,20.00%,1,12-10-2017,CA-2017-152933,75081,Xerox 1993,4,2,Central,10,Home Office,16-10-2017,Standard Class,Texas,Paper
Technology,Dallas,United States,Matthew Grinstein,20.00%,1,12-10-2017,CA-2017-152933,75081,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,129,3,Central,792,Home Office,16-10-2017,Standard Class,Texas,Accessories
Office Supplies,Houston,United States,Adrian Barton,20.00%,1,07-11-2015,CA-2015-163181,77041,Lumber Crayons,5,3,Central,24,Consumer,12-11-2015,Standard Class,Texas,Art
